,Duration (in seconds),Age,Gender,Residential country,Student?,TPU experience
695,275,25-29,Man,India,No,
696,342,35-39,Man,Viet Nam,Yes,
697,1996,30-34,Woman,Pakistan,Yes,
698,920,30-34,Woman,United Arab Emirates,Yes,
699,259,40-44,Man,United States of America,No,
700,441,18-21,Man,India,Yes,
701,220,30-34,Woman,India,Yes,
702,242,35-39,Man,Portugal,No,
703,165,22-24,Man,India,Yes,
704,807,30-34,Man,Pakistan,No,
705,122,18-21,Man,India,Yes,
706,806,30-34,Man,India,No,Once
707,257547,45-49,Man,India,No,2-5 times
708,8970,30-34,Man,India,No,
709,208,35-39,Woman,India,Yes,
710,512,22-24,Man,Other,Yes,
711,1409,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Yes,
712,1633,35-39,Man,India,No,Never
713,209,45-49,Man,India,No,
714,654,40-44,Man,Other,No,
715,482,25-29,Man,India,No,
716,523,25-29,Nonbinary,China,No,
717,191,18-21,Man,United States of America,Yes,
718,398,22-24,Woman,India,Yes,
719,402,25-29,Man,India,No,
720,270,25-29,Man,Brazil,Yes,
721,638,35-39,Man,Japan,Yes,
722,423,25-29,Man,India,No,
723,142,22-24,Woman,United States of America,Yes,
724,1409,22-24,Woman,Nigeria,No,Never
725,337,22-24,Woman,United States of America,Yes,
726,457,55-59,Man,Japan,No,Never
727,2092,45-49,Man,India,No,Never
728,362,22-24,Man,Singapore,Yes,
729,1091,60-69,Man,United States of America,No,Never
730,561,45-49,Man,Algeria,Yes,
731,428,25-29,Woman,Zimbabwe,No,
732,271,30-34,Woman,Brazil,Yes,
733,1296,25-29,Prefer not to say,India,No,
734,286741,30-34,Man,Mexico,No,Once
735,162415,22-24,Man,Turkey,No,
736,628,50-54,Man,France,Yes,
737,327,35-39,Woman,India,No,
738,337,30-34,Man,India,No,
739,260,18-21,Man,India,Yes,
740,355,22-24,Man,India,Yes,
741,747,40-44,Man,Egypt,No,Once
742,12665,22-24,Man,Egypt,No,
743,1419,30-34,Man,Other,No,2-5 times
744,410,25-29,Woman,Nigeria,No,
745,426,25-29,Man,"Iran, Islamic Republic of...",Yes,
746,366,18-21,Woman,India,Yes,
747,16417,40-44,Woman,United Kingdom of Great Britain and Northern Ireland,No,
748,456,35-39,Woman,Brazil,Yes,
749,283,18-21,Woman,India,Yes,
750,226,18-21,Man,India,Yes,
751,197,25-29,Man,Nigeria,Yes,
752,229,22-24,Woman,India,Yes,
753,229,18-21,Man,Russia,Yes,
754,626,60-69,Man,United States of America,No,Never
755,135,22-24,Woman,India,Yes,
756,467,45-49,Man,Spain,No,Never
757,864,60-69,Man,Argentina,Yes,
758,177,25-29,Man,India,Yes,
759,484,18-21,Man,India,Yes,
760,281,40-44,Man,Malaysia,Yes,
761,154,45-49,Man,Mexico,Yes,
762,350,22-24,Man,India,No,
763,270,18-21,Woman,India,Yes,
764,214,18-21,Man,India,Yes,
765,170,25-29,Woman,Romania,Yes,
766,400,25-29,Man,India,Yes,
767,713,22-24,Man,Poland,Yes,
768,181,22-24,Man,United States of America,Yes,
769,369,35-39,Man,United States of America,No,
770,338,22-24,Man,Malaysia,Yes,
771,608,22-24,Man,India,No,Never
772,291,22-24,Man,India,No,
773,670,30-34,Man,Brazil,No,Never
774,556,22-24,Woman,India,Yes,
775,305,30-34,Man,Germany,No,Never
776,13842,60-69,Man,United States of America,No,2-5 times
777,835,35-39,Woman,Saudi Arabia,No,2-5 times
778,593,30-34,Man,Turkey,No,Never
779,683,22-24,Man,India,No,2-5 times
780,600,45-49,Man,India,No,
781,556,25-29,Man,Turkey,No,
782,685,30-34,Man,Japan,No,Never
783,110838,35-39,Man,Mexico,No,
784,225,18-21,Man,United States of America,Yes,
785,200,30-34,Man,United States of America,Yes,
786,2974,25-29,Man,Chile,No,
787,713,40-44,Man,Japan,No,Once
788,877,70+,Man,United States of America,No,Once
789,292,22-24,Man,Russia,Yes,
790,1198,30-34,Man,Other,No,
791,440,35-39,Man,Turkey,Yes,
792,2402,25-29,Man,United States of America,No,Never
793,261,18-21,Man,India,Yes,
794,457,25-29,Man,Chile,No,Never
795,395,22-24,Man,India,Yes,
796,341,25-29,Man,Kenya,No,
797,408,25-29,Man,Kenya,Yes,
798,580,40-44,Man,United States of America,No,2-5 times
799,349,22-24,Woman,Pakistan,Yes,
800,797,30-34,Man,Turkey,Yes,
801,2160,22-24,Man,India,No,
802,303,18-21,Man,United States of America,Yes,
803,158,18-21,Man,India,Yes,
804,260,22-24,Man,Mexico,Yes,
805,214,22-24,Prefer not to say,India,Yes,
806,504,25-29,Man,Hong Kong (S.A.R.),No,
807,691,60-69,Prefer not to say,United States of America,No,2-5 times
808,139,18-21,Woman,Mexico,Yes,
809,325,22-24,Man,Mexico,Yes,
810,139,22-24,Man,India,No,
811,169,35-39,Man,Italy,Yes,
812,651,35-39,Man,Netherlands,No,6-25 times
813,429,18-21,Man,Turkey,Yes,
814,164,35-39,Man,United States of America,No,
815,173,25-29,Woman,India,No,
816,679,25-29,Man,India,No,Never
817,429,30-34,Man,India,No,Never
818,311,55-59,Man,United States of America,Yes,
819,252,25-29,Woman,India,Yes,
820,1516,35-39,Woman,India,Yes,
821,914,60-69,Man,United States of America,No,Never
822,1321,50-54,Man,United States of America,No,Once
823,5171,18-21,Woman,China,Yes,
824,196,22-24,Man,India,Yes,
825,313,22-24,Man,United States of America,Yes,
826,484,30-34,Man,United States of America,No,Never
827,966,30-34,Man,India,No,Never
828,279,25-29,Man,Mexico,Yes,
829,165,18-21,Man,India,Yes,
830,2885,18-21,Man,India,Yes,
831,320,22-24,Man,Peru,Yes,
832,214,30-34,Man,Spain,Yes,
833,126,50-54,Woman,United States of America,Yes,
834,1117,22-24,Man,Other,Yes,
835,364,45-49,Man,Israel,No,
836,469,30-34,Man,Canada,No,Never
837,729,30-34,Man,India,No,Never
838,245,18-21,Man,India,Yes,
839,562,30-34,Man,India,No,Once
840,184,22-24,Man,India,Yes,
841,556,22-24,Woman,India,No,Never
842,342,22-24,Man,Philippines,No,
843,142,22-24,Man,India,No,
844,532,25-29,Man,Netherlands,No,2-5 times
845,200,18-21,Man,India,Yes,
846,131,18-21,Man,India,Yes,
847,327,18-21,Man,India,No,
848,247,18-21,Man,India,Yes,
849,318,18-21,Man,Ukraine,Yes,
850,470,22-24,Woman,India,No,
851,301,18-21,Man,India,Yes,
852,645,25-29,Man,United States of America,No,Never
853,154,30-34,Man,United States of America,No,
854,1090,18-21,Man,Nigeria,Yes,
855,403,25-29,Prefer to self-describe,Russia,No,
856,230,25-29,Man,United States of America,Yes,
857,936,35-39,Man,South Korea,No,Never
858,322,35-39,Man,Brazil,No,
859,614,30-34,Woman,Portugal,No,
860,363,22-24,Man,India,Yes,
861,487,30-34,Woman,I do not wish to disclose my location,Yes,
862,742,25-29,Man,India,No,
863,369,35-39,Man,United States of America,No,
864,469,22-24,Man,India,No,
865,330,30-34,Man,Pakistan,Yes,
866,2898,40-44,Man,Ecuador,Yes,
867,701,30-34,Man,Brazil,No,2-5 times
868,698,25-29,Man,India,No,2-5 times
869,185,18-21,Man,India,Yes,
870,155,18-21,Man,India,Yes,
871,872,45-49,Man,United States of America,No,
872,290,18-21,Prefer not to say,Nigeria,Yes,
873,195,25-29,Man,Canada,Yes,
874,373,30-34,Man,Other,No,
875,394,50-54,Man,South Korea,No,
876,443,35-39,Man,Turkey,No,6-25 times
877,169,18-21,Woman,India,Yes,
878,307,35-39,Man,India,No,
879,421,25-29,Man,India,No,
880,394,22-24,Woman,India,Yes,
881,571,22-24,Man,Morocco,No,
882,374,30-34,Woman,India,No,
883,2717,22-24,Woman,India,Yes,
884,180,35-39,Woman,India,No,
885,239,22-24,Man,India,Yes,
886,421,22-24,Man,India,No,Never
887,697,40-44,Man,India,No,2-5 times
888,822,35-39,Woman,India,No,
889,207,18-21,Man,Japan,Yes,
890,364,35-39,Woman,Tunisia,Yes,
891,677,40-44,Man,Pakistan,No,
892,800,18-21,Woman,India,Yes,
893,1461,25-29,Man,Bangladesh,Yes,
894,1572,35-39,Man,Other,No,2-5 times
895,559,18-21,Man,Nigeria,No,
896,458,22-24,Woman,India,No,
897,725,40-44,Man,United States of America,No,Never
898,400,30-34,Man,India,No,
899,213,18-21,Woman,India,Yes,
900,792,45-49,Man,Germany,No,More than 25 times
901,289,30-34,Man,Bangladesh,Yes,
902,335,30-34,Woman,Other,Yes,
903,183,22-24,Man,India,Yes,
904,161,22-24,Man,Mexico,Yes,
905,192,70+,Prefer not to say,I do not wish to disclose my location,No,
906,4361,22-24,Man,India,Yes,
907,195,22-24,Woman,India,No,
908,398,22-24,Man,India,Yes,
909,309,22-24,Man,India,Yes,
910,247,25-29,Man,India,No,
911,706,18-21,Man,Viet Nam,Yes,
912,370,30-34,Man,Brazil,No,
913,965,25-29,Woman,Bangladesh,Yes,
914,29105,30-34,Woman,Canada,No,
915,194,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Yes,
916,139,22-24,Man,"Iran, Islamic Republic of...",Yes,
917,357,18-21,Man,India,Yes,
918,767,45-49,Woman,Other,No,
919,924,60-69,Woman,Other,No,
920,5037,25-29,Prefer not to say,Turkey,No,
921,222,25-29,Man,Zimbabwe,Yes,
922,193,22-24,Man,Argentina,Yes,
923,398,18-21,Man,India,No,
924,341,25-29,Woman,India,No,
925,771,25-29,Man,Other,Yes,
926,839,35-39,Woman,Nigeria,No,
927,242,30-34,Man,India,No,
928,535,22-24,Man,India,No,
929,842,40-44,Man,Other,No,6-25 times
930,255,50-54,Woman,India,No,
931,138,25-29,Woman,Turkey,Yes,
932,194,25-29,Woman,Thailand,No,
933,8683,45-49,Man,France,No,More than 25 times
934,2196,50-54,Man,United States of America,No,
935,310,35-39,Man,India,Yes,
936,948,25-29,Man,India,No,6-25 times
937,728,22-24,Woman,Turkey,No,
938,133,18-21,Man,India,Yes,
939,171,18-21,Man,India,Yes,
940,198,40-44,Woman,India,No,
941,2469247,25-29,Man,Turkey,No,
942,180,18-21,Man,United States of America,Yes,
943,162,18-21,Man,India,Yes,
944,631,30-34,Man,United States of America,Yes,
945,434,30-34,Woman,India,No,
946,1129,60-69,Man,United States of America,No,Never
947,221,18-21,Man,Japan,Yes,
948,188,25-29,Man,Kenya,Yes,
949,366,50-54,Man,Mexico,No,
950,234,22-24,Man,United States of America,No,
951,136,18-21,Man,India,Yes,
952,364,18-21,Woman,India,Yes,
953,546,45-49,Man,Singapore,No,6-25 times
954,635,22-24,Woman,Egypt,Yes,
955,413,22-24,Man,Spain,No,Never
956,620,45-49,Man,Italy,No,
957,249,18-21,Woman,India,Yes,
958,693,25-29,Man,India,No,
959,1515,55-59,Man,Italy,No,
960,925,45-49,Man,Spain,No,Never
961,358,40-44,Woman,India,No,
962,2100,30-34,Man,China,Yes,
963,566,55-59,Man,Turkey,No,Never
964,816,35-39,Man,India,No,Never
965,21101,22-24,Man,India,Yes,
966,456,30-34,Man,Israel,No,
967,1322,30-34,Man,India,No,
968,368,22-24,Man,India,No,
969,535,18-21,Man,India,Yes,
970,596,30-34,Man,Peru,No,
971,2510,30-34,Woman,Japan,No,
972,270,55-59,Man,Other,Yes,
973,215,22-24,Man,South Korea,Yes,
974,202,45-49,Man,China,No,
975,228,35-39,Man,India,No,
976,650,45-49,Woman,United States of America,No,
977,676,30-34,Man,India,No,
978,286,22-24,Man,India,Yes,
979,654,30-34,Woman,Turkey,No,
980,16864,60-69,Man,United States of America,No,Never
981,310,22-24,Man,India,Yes,
982,450,25-29,Man,Ethiopia,Yes,
983,371,55-59,Woman,Canada,No,
984,147,18-21,Woman,China,Yes,
985,307,30-34,Man,United States of America,No,
986,279,18-21,Man,Other,No,
987,2484,50-54,Man,India,No,
988,307,18-21,Man,India,Yes,
989,1108,60-69,Man,India,Yes,
990,203,18-21,Man,India,Yes,
991,272,22-24,Woman,Kenya,Yes,
992,250,35-39,Woman,Brazil,Yes,
993,938,50-54,Man,Japan,No,
994,15579,30-34,Woman,Germany,No,Once
995,622,18-21,Man,India,No,
996,515,40-44,Man,India,No,
997,1781,22-24,Man,China,Yes,
998,210,30-34,Woman,Tunisia,Yes,
999,1223,30-34,Man,China,No,Never
1000,126,18-21,Man,India,Yes,
1001,787,25-29,Man,Mexico,Yes,
1002,278,30-34,Prefer not to say,United States of America,Yes,
1003,177,18-21,Man,Philippines,Yes,
1004,443,25-29,Woman,Egypt,No,Never
1005,272,18-21,Man,India,Yes,
1006,753,30-34,Man,Philippines,No,
1007,152,18-21,Man,Viet Nam,Yes,
1008,696,18-21,Man,India,Yes,
1009,308,22-24,Man,India,No,
1010,568,30-34,Man,India,No,
1011,653,25-29,Man,Other,No,Never
1012,498,18-21,Man,India,Yes,
1013,720,30-34,Man,South Korea,Yes,
1014,485,25-29,Man,Mexico,Yes,
1015,702,45-49,Man,Brazil,No,Never
1016,733,30-34,Woman,Other,Yes,
1017,1017,30-34,Man,Nigeria,No,Never
1018,304,30-34,Woman,India,Yes,
1019,1118,50-54,Man,Argentina,No,
1020,1068,30-34,Man,United States of America,No,Never
1021,591,25-29,Man,Nigeria,Yes,
1022,259,22-24,Man,China,Yes,
1023,423,30-34,Man,India,No,
1024,875,18-21,Man,Bangladesh,Yes,
1025,406,18-21,Man,Other,Yes,
1026,344,18-21,Man,India,Yes,
1027,763,35-39,Man,India,No,Never
1028,331,18-21,Woman,India,Yes,
1029,184,22-24,Man,China,Yes,
1030,202,25-29,Man,India,No,
1031,184,25-29,Man,United States of America,Yes,
1032,585,22-24,Man,India,No,Never
1033,284,22-24,Man,Nigeria,Yes,
1034,194,25-29,Man,Kenya,Yes,
1035,647,22-24,Man,India,No,2-5 times
1036,601,30-34,Woman,India,No,
1037,551,18-21,Man,Other,Yes,
1038,1709,22-24,Man,China,Yes,
1039,351,22-24,Man,Brazil,Yes,
1040,86962,30-34,Man,Japan,No,
1041,201,22-24,Man,Nigeria,Yes,
1042,576,22-24,Man,Other,No,
1043,844,18-21,Man,India,Yes,
1044,561,35-39,Man,Japan,No,2-5 times
1045,951,40-44,Man,Japan,No,
1046,479,22-24,Man,Hong Kong (S.A.R.),No,2-5 times
1047,192,22-24,Man,India,Yes,
1048,716,25-29,Woman,United States of America,No,
1049,195,18-21,Man,India,Yes,
1050,391,22-24,Man,Tunisia,Yes,
1051,345,25-29,Man,China,Yes,
1052,736,30-34,Man,Kenya,No,
1053,126,22-24,Man,India,Yes,
1054,180,30-34,Woman,India,Yes,
1055,340,35-39,Man,Argentina,Yes,
1056,605,25-29,Man,Other,Yes,
1057,472,18-21,Woman,India,Yes,
1058,348,25-29,Man,Russia,Yes,
1059,1416,18-21,Woman,Ukraine,Yes,
1060,723,60-69,Man,United States of America,No,Never
1061,752,25-29,Woman,South Africa,No,Never
1062,38080,35-39,Man,Ghana,Yes,
1063,334,30-34,Man,India,No,
1064,547,22-24,Man,India,No,2-5 times
1065,167,18-21,Woman,India,Yes,
1066,157,22-24,Man,India,Yes,
1067,261,45-49,Man,Singapore,Yes,
1068,452,22-24,Man,India,No,Never
1069,514,60-69,Man,Colombia,No,Never
1070,238,45-49,Woman,United States of America,No,
1071,639,35-39,Man,Other,No,
1072,326,55-59,Man,Mexico,No,
1073,565,35-39,Man,Czech Republic,No,Never
1074,947,40-44,Man,Japan,No,Never
1075,248,40-44,Woman,South Korea,Yes,
1076,542,35-39,Man,United States of America,Yes,
1077,5351,22-24,Man,Chile,Yes,
1078,620,30-34,Man,Nigeria,Yes,
1079,380,18-21,Man,India,Yes,
1080,418,30-34,Man,India,Yes,
1081,648,60-69,Man,United States of America,No,Never
1082,971,18-21,Man,India,Yes,
1083,584,45-49,Man,Brazil,No,Never
1084,153,25-29,Man,United States of America,No,
1085,360,18-21,Man,Colombia,Yes,
1086,237,22-24,Man,India,Yes,
1087,153,55-59,Man,Philippines,No,
1088,214,35-39,Woman,Brazil,Yes,
1089,525,40-44,Man,United States of America,No,
1090,165,40-44,Man,Ecuador,Yes,
1091,1565,50-54,Man,Spain,No,Never
1092,454,22-24,Man,India,Yes,
1093,517,35-39,Man,India,No,
1094,2609,22-24,Woman,United States of America,No,Once
1095,946,22-24,Man,India,No,
1096,440,18-21,Woman,India,No,
1097,246,22-24,Man,Nigeria,No,
1098,262,25-29,Man,China,No,
1099,9058,35-39,Man,Japan,No,More than 25 times
1100,728,18-21,Woman,India,Yes,
1101,431,45-49,Man,Mexico,No,
1102,321,18-21,Man,India,Yes,
1103,260,18-21,Man,India,Yes,
1104,205,40-44,Man,United States of America,No,
1105,1081,40-44,Woman,Nigeria,No,
1106,582,25-29,Man,Russia,Yes,
1107,1739,50-54,Man,Mexico,Yes,
1108,261,18-21,Woman,India,Yes,
1109,781,25-29,Man,China,No,
1110,305,18-21,Man,India,Yes,
1111,3453,60-69,Man,United States of America,No,Never
1112,1354,55-59,Man,United States of America,No,Never
1113,345,45-49,Woman,Philippines,No,
1114,313,25-29,Man,Mexico,Yes,
1115,279,25-29,Man,United States of America,Yes,
1116,393,25-29,Man,India,No,
1117,266,18-21,Woman,Other,Yes,
1118,240,18-21,Man,India,Yes,
1119,245,35-39,Man,United States of America,No,
1120,163,45-49,Man,United States of America,Yes,
1121,1697,25-29,Man,South Korea,No,
1122,401,18-21,Woman,India,Yes,
1123,289,22-24,Man,India,No,
1124,242,25-29,Man,Pakistan,No,
1125,484,30-34,Man,India,No,
1126,507,30-34,Man,Bangladesh,Yes,
1127,202,35-39,Man,Colombia,Yes,
1128,1045,45-49,Man,United States of America,No,Never
1129,1055,60-69,Man,Mexico,No,Never
1130,1217,60-69,Man,India,No,2-5 times
1131,179,18-21,Man,Singapore,Yes,
1132,99056,25-29,Man,Ethiopia,Yes,
1133,644,25-29,Woman,Tunisia,Yes,
1134,450,25-29,Woman,Romania,No,Once
1135,487,30-34,Man,India,Yes,
1136,351,35-39,Man,United States of America,No,
1137,570,35-39,Man,Romania,No,Never
1138,1219,30-34,Man,India,No,2-5 times
1139,664,60-69,Man,India,No,
1140,675,25-29,Man,Nigeria,Yes,
1141,386,40-44,Man,India,Yes,
1142,742,30-34,Man,Turkey,No,2-5 times
1143,305,60-69,Man,Australia,Yes,
1144,541,35-39,Man,India,No,
1145,11957,18-21,Man,India,Yes,
1146,409,18-21,Man,Peru,Yes,
1147,570,25-29,Man,Poland,No,Never
1148,282,18-21,Man,India,Yes,
1149,1341,18-21,Man,Russia,Yes,
1150,315,40-44,Man,France,No,
1151,466,18-21,Man,Egypt,Yes,
1152,598,60-69,Man,United States of America,No,2-5 times
1153,4253,30-34,Woman,United States of America,No,
1154,294,18-21,Woman,Pakistan,Yes,
1155,155,35-39,Man,India,No,
1156,159,25-29,Woman,Nigeria,Yes,
1157,785,30-34,Man,India,No,2-5 times
1158,252,22-24,Woman,India,No,
1159,598,50-54,Man,South Korea,No,
1160,222,22-24,Man,India,Yes,
1161,292,18-21,Man,India,Yes,
1162,315,25-29,Man,Chile,Yes,
1163,184,30-34,Woman,Australia,No,
1164,435,18-21,Man,Other,Yes,
1165,146,18-21,Man,"Iran, Islamic Republic of...",Yes,
1166,3716,30-34,Woman,Other,No,
1167,264,18-21,Man,India,Yes,
1168,2127,25-29,Man,Ghana,No,Once
1169,226,18-21,Man,India,Yes,
1170,715,35-39,Man,India,No,
1171,268,22-24,Man,India,Yes,
1172,831,30-34,Man,Brazil,No,2-5 times
1173,1181,45-49,Man,United States of America,No,
1174,1584,55-59,Man,France,No,Never
1175,967,70+,Man,Netherlands,No,Never
1176,1451,50-54,Man,Argentina,Yes,
1177,737,25-29,Man,Poland,No,Never
1178,245,70+,Man,Poland,No,
1179,268,45-49,Woman,United States of America,No,
1180,271,18-21,Man,United States of America,Yes,
1181,1381,35-39,Man,Egypt,No,
1182,367,22-24,Man,Germany,Yes,
1183,275,18-21,Man,India,Yes,
1184,168,40-44,Man,Pakistan,Yes,
1185,122,18-21,Man,India,Yes,
1186,516,70+,Man,South Korea,No,
1187,428,25-29,Man,United Arab Emirates,Yes,
1188,498,45-49,Man,Mexico,No,
1189,348,25-29,Man,United States of America,No,Never
1190,742,22-24,Man,Saudi Arabia,No,6-25 times
1191,359,25-29,Woman,Italy,Yes,
1192,795,22-24,Man,India,No,
1193,326,55-59,Man,Other,No,
1194,260,18-21,Man,India,Yes,
1195,347,40-44,Man,United States of America,No,
1196,482,35-39,Man,Brazil,Yes,
1197,240,22-24,Man,India,No,
1198,596,40-44,Man,Other,No,Never
1199,1536,18-21,Woman,United States of America,Yes,
1200,212,60-69,Man,Canada,Yes,
1201,565,30-34,Man,Taiwan,No,Never
1202,622,55-59,Man,India,No,
1203,599,40-44,Woman,India,Yes,
1204,296,25-29,Man,Bangladesh,Yes,
1205,1364,45-49,Woman,United States of America,No,
1206,192,25-29,Man,Brazil,No,
1207,269,22-24,Man,India,Yes,
1208,485,45-49,Man,Spain,No,Never
1209,130,22-24,Woman,Indonesia,Yes,
1210,411,35-39,Woman,Other,Yes,
1211,221,22-24,Woman,India,No,
1212,3313,25-29,Man,Turkey,No,
1213,131,18-21,Man,India,Yes,
1214,668,30-34,Man,Brazil,Yes,
1215,278,25-29,Man,Sri Lanka,No,
1216,207,18-21,Man,India,Yes,
1217,348,40-44,Woman,United States of America,No,
1218,374,22-24,Woman,Other,Yes,
1219,190,18-21,Man,India,Yes,
1220,1632,40-44,Woman,United States of America,No,
1221,217,22-24,Man,India,Yes,
1222,10909,35-39,Woman,India,No,
1223,524,55-59,Man,Russia,No,
1224,245,25-29,Woman,Nigeria,No,
1225,367,18-21,Man,Ghana,Yes,
1226,1695,60-69,Man,India,No,
1227,206,22-24,Man,India,Yes,
1228,1091,60-69,Man,India,No,Once
1229,343,18-21,Woman,India,No,
1230,247,22-24,Woman,India,Yes,
1231,403,22-24,Man,India,Yes,
1232,368,18-21,Man,Nigeria,Yes,
1233,373,22-24,Woman,Ghana,Yes,
1234,176,30-34,Man,Viet Nam,No,
1235,355,35-39,Man,United States of America,No,
1236,254,30-34,Man,India,No,
1237,995,40-44,Man,Peru,No,Never
1238,320,22-24,Man,Pakistan,No,
1239,2282,18-21,Man,India,Yes,
1240,366,18-21,Man,India,Yes,
1241,254,18-21,Man,India,Yes,
1242,233,18-21,Man,Egypt,Yes,
1243,2825,40-44,Man,Egypt,No,
1244,203,40-44,Man,Brazil,Yes,
1245,314,60-69,Man,United States of America,No,
1246,153,30-34,Man,India,No,
1247,188,18-21,Man,India,Yes,
1248,259,25-29,Woman,"Iran, Islamic Republic of...",Yes,
1249,300,18-21,Man,India,Yes,
1250,188,35-39,Man,India,No,
1251,1648,45-49,Man,India,No,Never
1252,2324,35-39,Man,China,No,
1253,152,18-21,Man,India,Yes,
1254,292,18-21,Man,India,Yes,
1255,320,18-21,Man,India,Yes,
1256,904,18-21,Woman,India,No,
1257,123,30-34,Man,Philippines,No,
1258,357,22-24,Man,Turkey,Yes,
1259,198,22-24,Nonbinary,Philippines,Yes,
1260,464,40-44,Woman,India,No,Once
1261,2988,18-21,Woman,Ukraine,Yes,
1262,370,18-21,Man,India,Yes,
1263,1328,45-49,Man,Japan,No,Never
1264,317,30-34,Man,United States of America,Yes,
1265,262,30-34,Man,Philippines,No,
1266,871,25-29,Man,India,No,Never
1267,196,18-21,Man,India,Yes,
1268,1675,40-44,Man,Kenya,No,Never
1269,324,25-29,Woman,India,Yes,
1270,967,25-29,Man,France,No,
1271,139,30-34,Man,Philippines,Yes,
1272,574,25-29,Man,Ghana,No,Once
1273,293,25-29,Man,United States of America,Yes,
1274,305,50-54,Woman,United States of America,No,
1275,516,45-49,Man,Other,No,Never
1276,1164,60-69,Man,United States of America,No,Never
1277,355,18-21,Man,India,Yes,
1278,730,22-24,Man,India,No,Never
1279,951,18-21,Man,Brazil,Yes,
1280,278,25-29,Man,Other,No,
1281,414,45-49,Man,Pakistan,No,
1282,763,55-59,Man,United States of America,No,Once
1283,341,35-39,Man,United States of America,No,
1284,976,18-21,Man,India,Yes,
1285,314,18-21,Man,India,Yes,
1286,2464,35-39,Man,India,No,
1287,447,25-29,Man,Nigeria,Yes,
1288,258,18-21,Man,India,Yes,
1289,271,50-54,Man,South Korea,No,
1290,285,30-34,Man,India,No,
1291,574,22-24,Man,Other,Yes,
1292,251,25-29,Man,Spain,Yes,
1293,414,25-29,Woman,Egypt,No,
1294,831,30-34,Man,Brazil,No,Never
1295,164,30-34,Woman,Philippines,Yes,
1296,543,35-39,Man,India,No,
1297,324,22-24,Woman,Nigeria,Yes,
1298,262,18-21,Man,India,Yes,
1299,144,22-24,Man,Japan,Yes,
1300,17482,30-34,Woman,United States of America,No,
1301,241,30-34,Man,Brazil,No,
1302,380,18-21,Woman,India,No,
1303,217,18-21,Woman,United States of America,Yes,
1304,928,30-34,Man,India,No,2-5 times
1305,258,18-21,Man,India,Yes,
1306,632,35-39,Man,Other,No,Never
1307,466,22-24,Man,"Iran, Islamic Republic of...",Yes,
1308,287,18-21,Woman,India,Yes,
